Image_ID,True_Labels_Binary,Pred_Labels_Binary,True_Classes,Predicted_Classes,Exact_Match,Prob_Cannula,Prob_Cap Cystotome,Prob_Cap Forceps,Prob_Forceps,Prob_I-A Handpiece,Prob_Lens Injector,Prob_Phaco Handpiece,Prob_Primary Knife,Prob_Second Instrument,Prob_Secondary Knife
case5309_10_png_jpg.rf.008ba41d23622dd4ce6db9a836b5cd91.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Forceps,Cap Forceps,1,0.2293,0.1768,0.8274,0.0006,0.0017,0.0263,0.003,0.0074,0.0071,0.0043
Video5_frame000630_png_jpg.rf.048dbd420487d8c1ea485353001c0864.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1)]",Forceps + Primary Knife,Forceps + Secondary Knife,0,0.0849,0.0066,0.0031,0.9654,0.0017,0.0024,0.0026,0.4909,0.0047,0.7019
Video5_frame002770_png_jpg.rf.039294dfd403da30306c1d4fb133880e.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.7115,0.2069,0.015,0.0134,0.0158,0.0076,0.1841,0.0119,0.0443,0.0935
case5309_23_png_jpg.rf.01dc3b883f59f36de06d01dec17b558b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,1,0.1339,0.0024,0.0076,0.0003,0.1626,0.0169,0.5781,0.0002,0.814,0.0007
case5015_21_png_jpg.rf.051ae5b6a6c2bbe65bba82e2a92e4197.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece,Phaco Handpiece + Second Instrument,0,0.0282,0.0478,0.0019,0.0006,0.0372,0.0194,0.9813,0.0011,0.941,0.0002
Video5_frame000320_png_jpg.rf.06383f43f0591790e5d6c84682ac1749.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1)]",Forceps + Secondary Knife,Forceps + Secondary Knife,1,0.0206,0.0205,0.0003,0.9015,0.0013,0.0005,0.0047,0.0149,0.0032,0.9766
Video5_frame008180_png_jpg.rf.04d7a92dfb6264cd145ae512c96407e4.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.0582,0.0143,0.0562,0.0908,0.9588,0.0067,0.0414,0.0102,0.4391,0.0578
Video16_frame012490_png_jpg.rf.06157fe82a10cd7d80a8bfe1f430f4fb.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Lens Injector,Lens Injector,1,0.2693,0.0228,0.026,0.0353,0.0563,0.8629,0.1177,0.0024,0.0774,0.07
Video7_frame009490_png_jpg.rf.0483dbd66ff45383a2beeed8ea974f7b.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.5878,0.0139,0.0141,0.0932,0.0943,0.0817,0.0347,0.0108,0.0409,0.0283
Video7_frame001900_png_jpg.rf.07ceedb5f1a603d5f2659a333ab4df7c.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Cannula,0,0.5277,0.1913,0.0014,0.0079,0.0211,0.043,0.0233,0.0061,0.0342,0.0051
case5017_40_png_jpg.rf.04d40822073832c03e18b375146119fc.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",I-A Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,0,0.0271,0.0594,0.0053,0.021,0.3365,0.0079,0.6065,0.0141,0.9266,0.0108
Video16_frame002220_png_jpg.rf.06d40acd3dc2952f29bd679d44d44e82.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Idle (No Tool),0,0.3296,0.4605,0.0026,0.0066,0.0044,0.002,0.0175,0.0022,0.0381,0.0481
case5325_87_png_jpg.rf.079816e97349ba106d527d9fa2c03663.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,Idle (No Tool),0,0.109,0.0027,0.0016,0.0012,0.3559,0.0155,0.0789,0.0005,0.2452,0.0002
case5057_72_png_jpg.rf.07e531de5b02b052ba9509dff2a0fbf7.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Cannula,0,0.7088,0.0003,0.0017,0.0004,0.2091,0.0165,0.0062,0.0015,0.0395,0.0008
Video5_frame009320_png_jpg.rf.06fab1e3cb50d98655acaee8e1a94db2.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.9598,0.0374,0.0026,0.0153,0.006,0.0016,0.003,0.0034,0.0056,0.0738
Video16_frame002630_png_jpg.rf.0848e55664df872c917e640c3c23ca2b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Cap Cystotome,0,0.1169,0.7147,0.0088,0.064,0.0031,0.0039,0.0518,0.0059,0.0236,0.03
case5329_73_png_jpg.rf.0798715a81bb73aab6906b139630b93f.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Idle (No Tool),1,0.3658,0.0053,0.0008,0.0028,0.0652,0.0017,0.0407,0.0015,0.0195,0.027
Video7_frame012840_png_jpg.rf.08225df5c534318f0043b2a0ae988e79.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece + Second Instrument,I-A Handpiece,0,0.2473,0.0192,0.0029,0.0091,0.5022,0.0481,0.0154,0.0596,0.0157,0.0034
case5334_68_png_jpg.rf.07e1c9b244cbb2853c0ac8e72d45ddb7.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.0237,0.0134,0.0032,0.0006,0.7631,0.0088,0.1218,0.0029,0.2248,0.0009
Video7_frame000790_png_jpg.rf.082e68e61524f73a43e84db98c72c204.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",Primary Knife,Primary Knife,1,0.081,0.0652,0.0106,0.0959,0.0158,0.1914,0.0328,0.5544,0.0471,0.0267
Video16_frame015180_png_jpg.rf.01e4e172d28ff03097b939472274cb6a.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Lens Injector,Lens Injector,1,0.0192,0.007,0.0051,0.0186,0.1434,0.6751,0.198,0.003,0.0476,0.0233
Video16_frame016790_png_jpg.rf.0845a723631400d0b7d808cfb01600cc.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Idle (No Tool),0,0.434,0.015,0.0457,0.0045,0.2422,0.0814,0.0135,0.0013,0.0214,0.0051
case5016_51_png_jpg.rf.08b95c507808eb1c8d81d7d44da7a973.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.7094,0.0065,0.0112,0.0042,0.1969,0.0166,0.0344,0.0021,0.0559,0.0026
Video5_frame010700_png_jpg.rf.0be3c12afa6198fed9298cbad94b513b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,Cannula,0,0.6566,0.0211,0.0219,0.007,0.292,0.0551,0.0715,0.0023,0.1787,0.0102
Video7_frame006970_png_jpg.rf.099429a0a99d1da64aed8f15f5592491.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.2516,0.0079,0.0006,0.0029,0.633,0.0145,0.0709,0.001,0.0656,0.0002
case5180_49_png_jpg.rf.09b4cdac29063b0356d2d1f497a83eff.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece + Second Instrument,I-A Handpiece,0,0.0449,0.0041,0.0093,0.0065,0.7984,0.0187,0.0231,0.0025,0.4097,0.0117
Video7_frame011310_png_jpg.rf.0976cad4bac450b9741bfc9d60d68d7b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Lens Injector,Lens Injector,1,0.0162,0.0197,0.0056,0.0024,0.0134,0.9505,0.0158,0.0061,0.022,0.0028
Video7_frame001830_png_jpg.rf.09d73ca4c2053ac46d969e4c4443822d.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Idle (No Tool),0,0.2972,0.0527,0.009,0.0569,0.1703,0.0368,0.0975,0.0224,0.0572,0.1129
case5304_37_png_jpg.rf.0c4ba1b1fd266a5da443e6439e5238aa.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.8023,0.003,0.1567,0.0018,0.0349,0.0118,0.0018,0.0053,0.0239,0.0026
Video5_frame003900_png_jpg.rf.10802e7ca6789288540c6f98c648ef14.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,1,0.149,0.0016,0.0006,0.0503,0.1071,0.0061,0.953,0.0047,0.9332,0.0197
Video16_frame008210_png_jpg.rf.0f32620c9cffb9e80a5611381cb7dc22.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",I-A Handpiece,Phaco Handpiece + Second Instrument,0,0.0152,0.0075,0.0086,0.0061,0.3962,0.0009,0.6027,0.0032,0.5116,0.0054
Video16_frame008420_png_jpg.rf.0c60d2194746175581f9ed47cd02d3f3.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.054,0.0107,0.0011,0.0186,0.9041,0.0332,0.2446,0.0065,0.0886,0.0008
case5051_09_png_jpg.rf.0ce4b573cb722610a72af755dc478a20.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Forceps,Cap Forceps,1,0.0563,0.0115,0.623,0.0034,0.0732,0.0011,0.2805,0.0164,0.2622,0.0187
case5334_08_png_jpg.rf.0ba9659e2aca4a35668bf6d3aa244d86.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Idle (No Tool),0,0.4239,0.447,0.0284,0.0019,0.0281,0.0018,0.0289,0.001,0.0406,0.0086
case5305_16_png_jpg.rf.0bcb7addb2b811f6206475c1b5573029.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Idle (No Tool),1,0.4638,0.0015,0.0025,0.0008,0.0574,0.0011,0.0333,0.0004,0.0708,0.0005
case5016_29_png_jpg.rf.099d8b5518d86b2fdad66a1a484e0e78.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,1,0.0131,0.008,0.0015,0.0017,0.0953,0.0018,0.915,0.0008,0.933,0.001
Video5_frame010140_png_jpg.rf.095c7a3a6067d335f2b45a97997fefd6.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Second Instrument,Cannula,0,0.7059,0.0114,0.0066,0.0083,0.1894,0.002,0.1166,0.0015,0.4911,0.0221
case5319_62_png_jpg.rf.0ce2ef80a5f4ce7fd65ebea758bf227d.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,1,0.1483,0.111,0.0082,0.0023,0.2301,0.0048,0.7445,0.0035,0.9077,0.0011
