Image_ID,True_Labels_Binary,Pred_Labels_Binary,True_Classes,Predicted_Classes,Exact_Match,Prob_Cannula,Prob_Cap Cystotome,Prob_Cap Forceps,Prob_Forceps,Prob_I-A Handpiece,Prob_Lens Injector,Prob_Phaco Handpiece,Prob_Primary Knife,Prob_Second Instrument,Prob_Secondary Knife
case5309_10_png_jpg.rf.008ba41d23622dd4ce6db9a836b5cd91.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Forceps,Idle (No Tool),0,0.0635,0.0124,0.3254,0.0035,0.009,0.0125,0.0193,0.0063,0.0128,0.0257
Video5_frame000630_png_jpg.rf.048dbd420487d8c1ea485353001c0864.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1)]",Forceps + Primary Knife,Forceps + Secondary Knife,0,0.1851,0.001,0.0175,0.9835,0.0094,0.0012,0.0014,0.0996,0.0021,0.7642
Video5_frame002770_png_jpg.rf.039294dfd403da30306c1d4fb133880e.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Idle (No Tool),0,0.3874,0.0108,0.0106,0.0495,0.0092,1e-04,0.0258,0.0096,0.0668,0.0013
case5309_23_png_jpg.rf.01dc3b883f59f36de06d01dec17b558b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,1,0.0392,0.0028,0.0155,0.0005,0.0564,0.0007,0.9644,0.0002,0.8212,0.0007
case5015_21_png_jpg.rf.051ae5b6a6c2bbe65bba82e2a92e4197.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0)]",Phaco Handpiece,Phaco Handpiece,1,0.003,0.1428,0.0014,0.002,0.2145,0.02,0.771,0.0014,0.1811,1e-04
Video5_frame000320_png_jpg.rf.06383f43f0591790e5d6c84682ac1749.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1)]",Forceps + Secondary Knife,Forceps + Secondary Knife,1,0.0192,0.0039,0.0069,0.9956,0.0073,0.0041,0.001,0.0153,0.0017,0.9984
Video5_frame008180_png_jpg.rf.04d7a92dfb6264cd145ae512c96407e4.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.0077,0.0055,0.0215,0.015,0.9821,0.0008,0.0014,0.0058,0.0311,0.0022
Video16_frame012490_png_jpg.rf.06157fe82a10cd7d80a8bfe1f430f4fb.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Lens Injector,Lens Injector,1,0.0028,0.01,0.0237,0.0462,0.0085,0.9506,0.0089,0.0578,0.0013,0.0006
Video7_frame009490_png_jpg.rf.0483dbd66ff45383a2beeed8ea974f7b.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.8765,0.0084,0.0007,0.0035,0.0158,0.0235,0.0073,0.0107,0.0265,0.0004
Video7_frame001900_png_jpg.rf.07ceedb5f1a603d5f2659a333ab4df7c.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Cap Cystotome,1,0.4018,0.5091,0.0029,0.005,0.0161,0.0014,0.0138,0.0109,0.0376,0.0035
case5017_40_png_jpg.rf.04d40822073832c03e18b375146119fc.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",I-A Handpiece + Second Instrument,I-A Handpiece + Phaco Handpiece + Second Instrument,0,0.0463,0.0009,0.0024,0.0007,0.6712,0.0006,0.6746,1e-04,0.6121,0.0003
Video16_frame002220_png_jpg.rf.06d40acd3dc2952f29bd679d44d44e82.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Cap Cystotome,1,0.4266,0.9046,0.0011,0.0031,0.0043,1e-04,0.0091,0.0034,0.0083,0.0005
case5325_87_png_jpg.rf.079816e97349ba106d527d9fa2c03663.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.0383,0.0097,0.0006,0.0008,0.7291,0.051,0.0098,0.0009,0.039,1e-04
case5057_72_png_jpg.rf.07e531de5b02b052ba9509dff2a0fbf7.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Idle (No Tool),1,0.3569,0.0085,0.004,0.0012,0.0065,0.0536,0.0059,0.0074,0.0078,0.0055
Video5_frame009320_png_jpg.rf.06fab1e3cb50d98655acaee8e1a94db2.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.7853,0.0869,0.0004,0.0055,0.0281,1e-04,0.0003,0.0006,0.0067,0.0005
Video16_frame002630_png_jpg.rf.0848e55664df872c917e640c3c23ca2b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Idle (No Tool),1,0.08,0.3874,0.0017,0.0004,0.0277,0.0068,0.0104,0.0005,0.006,0.0038
case5329_73_png_jpg.rf.0798715a81bb73aab6906b139630b93f.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Idle (No Tool),1,0.4514,0.0003,0.0007,0.0031,0.0801,0.0174,0.0071,0.0005,0.0109,0.0067
Video7_frame012840_png_jpg.rf.08225df5c534318f0043b2a0ae988e79.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece + Second Instrument,I-A Handpiece,0,0.2005,0.0042,0.0007,0.001,0.7062,0.0459,0.0034,0.0015,0.0205,0.0016
case5334_68_png_jpg.rf.07e1c9b244cbb2853c0ac8e72d45ddb7.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.1097,0.0067,0.0044,0.0023,0.5663,0.0108,0.0234,0.0003,0.0112,0.0012
Video7_frame000790_png_jpg.rf.082e68e61524f73a43e84db98c72c204.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",Primary Knife,Primary Knife,1,0.0947,0.0071,0.0007,0.0853,0.0084,0.0103,0.0015,0.541,0.0021,0.1926
Video16_frame015180_png_jpg.rf.01e4e172d28ff03097b939472274cb6a.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Lens Injector,Lens Injector,1,0.0154,0.0025,0.0036,0.002,0.0199,0.844,0.0689,0.0061,0.0247,0.0007
Video16_frame016790_png_jpg.rf.0845a723631400d0b7d808cfb01600cc.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Cannula,1,0.8075,0.0733,0.0295,0.0054,0.016,0.0104,0.0158,0.0005,0.0559,0.0034
case5016_51_png_jpg.rf.08b95c507808eb1c8d81d7d44da7a973.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Idle (No Tool),0,0.416,0.3011,0.0012,0.0007,0.0728,0.0044,0.003,0.0004,0.034,0.0005
Video5_frame010700_png_jpg.rf.0be3c12afa6198fed9298cbad94b513b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.0112,0.0009,0.0206,0.0051,0.9138,0.0024,0.0145,0.0011,0.0641,0.0025
Video7_frame006970_png_jpg.rf.099429a0a99d1da64aed8f15f5592491.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,Idle (No Tool),0,0.0938,0.0039,0.0025,0.0015,0.2156,0.0012,0.0279,0.0026,0.0315,0.0003
case5180_49_png_jpg.rf.09b4cdac29063b0356d2d1f497a83eff.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",I-A Handpiece + Second Instrument,I-A Handpiece + Second Instrument,1,0.007,1e-04,0.0012,0.0017,0.6698,0.0026,0.0991,0.0005,0.6926,0.0004
Video7_frame011310_png_jpg.rf.0976cad4bac450b9741bfc9d60d68d7b.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Lens Injector,Lens Injector,1,0.2394,0.0024,0.0053,0.0082,0.0077,0.9691,0.002,0.0049,0.0093,0.004
Video7_frame001830_png_jpg.rf.09d73ca4c2053ac46d969e4c4443822d.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Cannula,0,0.7211,0.246,0.001,0.0035,0.0166,0.0003,0.0036,0.003,0.012,0.0021
case5304_37_png_jpg.rf.0c4ba1b1fd266a5da443e6439e5238aa.jpg,"[np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cannula,Idle (No Tool),0,0.4185,0.0255,0.0139,0.0074,0.0307,0.0021,0.0576,0.0053,0.0735,0.0066
Video5_frame003900_png_jpg.rf.10802e7ca6789288540c6f98c648ef14.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Second Instrument,0,0.0145,0.0514,0.0024,0.0062,0.0706,0.0617,0.476,0.001,0.8356,0.0004
Video16_frame008210_png_jpg.rf.0f32620c9cffb9e80a5611381cb7dc22.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.1463,0.0029,0.017,0.007,0.6453,0.0016,0.1286,0.0037,0.1917,0.0003
Video16_frame008420_png_jpg.rf.0c60d2194746175581f9ed47cd02d3f3.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",I-A Handpiece,I-A Handpiece,1,0.1311,0.0029,0.0052,0.0026,0.6926,0.0029,0.0458,0.0014,0.0907,0.0002
case5051_09_png_jpg.rf.0ce4b573cb722610a72af755dc478a20.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Forceps,Idle (No Tool),0,0.0987,0.0015,0.4235,0.022,0.0216,0.0021,0.2144,0.0108,0.2143,0.0187
case5334_08_png_jpg.rf.0ba9659e2aca4a35668bf6d3aa244d86.jpg,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Cap Cystotome,Cannula,0,0.6393,0.4896,0.0046,0.0046,0.0127,0.0012,0.004,0.0015,0.0081,0.0015
case5305_16_png_jpg.rf.0bcb7addb2b811f6206475c1b5573029.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Idle (No Tool),Idle (No Tool),1,0.0889,0.0066,0.0034,0.0084,0.0027,0.0113,0.1026,0.005,0.0274,0.0209
case5016_29_png_jpg.rf.099d8b5518d86b2fdad66a1a484e0e78.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,1,0.0071,0.0012,0.0009,0.0019,0.0429,0.0027,0.989,0.0004,0.9794,0.0011
Video5_frame010140_png_jpg.rf.095c7a3a6067d335f2b45a97997fefd6.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",Second Instrument,Idle (No Tool),0,0.0791,0.1179,0.0252,0.0126,0.0068,0.031,0.0015,0.0059,0.1231,0.0005
case5319_62_png_jpg.rf.0ce2ef80a5f4ce7fd65ebea758bf227d.jpg,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(1.0), np.float32(0.0)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",Phaco Handpiece + Second Instrument,Phaco Handpiece + Second Instrument,1,0.0068,0.0212,0.0002,0.0018,0.3629,0.0089,0.7732,0.0007,0.936,0.0004
